WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,
9/26/1981,62,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,78,62,3,
10/3/1981,52,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,62,52,4,
10/10/1981,43,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,52,43,5,
10/17/1981,37,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,43,37,6,
10/24/1981,33,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,37,33,7,
10/31/1981,31,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,33,31,8,
11/7/1981,28,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,31,28,9,
11/14/1981,26,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,28,26,10,
11/21/1981,25,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,26,25,11,
11/28/1981,45,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,25,25,12,
12/5/1981,50,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,45,25,13,
12/12/1981,54,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,50,25,14,
12/19/1981,61,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,54,25,15,
12/26/1981,81,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,61,25,16,
1/2/1982,81,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,81,25,17,
1/9/1982,94,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,81,25,18,
8/8/1964,92,Silly Ol' Summertime,The New Christy Minstrels,Silly Ol' SummertimeThe New Christy Minstrels,1,,92,1,
8/15/1964,92,Silly Ol' Summertime,The New Christy Minstrels,Silly Ol' SummertimeThe New Christy Minstrels,1,92,92,2,
8/11/2001,78,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,,78,1,
8/18/2001,76,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,78,76,2,
8/25/2001,75,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,76,75,3,
9/1/2001,74,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,75,74,4,
9/8/2001,62,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,74,62,5,
9/15/2001,58,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,62,58,6,
9/22/2001,56,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,58,56,7,
9/29/2001,82,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,56,56,8,
10/6/2001,84,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,82,56,9,
10/13/2001,96,Six-Pack Summer,Phil Vassar,Six-Pack SummerPhil Vassar,1,84,56,10,
4/5/1975,92,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,,92,1,
4/12/1975,82,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,92,82,2,
4/19/1975,72,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,82,72,3,
4/26/1975,62,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,72,62,4,
5/3/1975,62,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,62,62,5,
5/10/1975,61,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,62,61,6,
5/17/1975,61,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,61,61,7,
5/24/1975,69,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,61,61,8,
5/31/1975,77,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,69,61,9,
6/7/1975,67,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,77,61,10,
6/14/1975,56,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,67,56,11,
6/21/1975,46,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,56,46,12,
6/28/1975,38,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,46,38,13,
7/5/1975,38,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,38,38,14,
7/12/1975,35,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,38,35,15,
7/19/1975,62,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,35,35,16,
7/26/1975,92,Spirit Of The Boogie/Summer Madness,Kool & The Gang,Spirit Of The Boogie/Summer MadnessKool & The Gang,1,62,35,17,
7/12/1969,87,Stay And Love Me All Summer,Brian Hyland,Stay And Love Me All SummerBrian Hyland,1,,87,1,
7/19/1969,82,Stay And Love Me All Summer,Brian Hyland,Stay And Love Me All SummerBrian Hyland,1,87,82,2,
7/26/1969,82,Stay And Love Me All Summer,Brian Hyland,Stay And Love Me All SummerBrian Hyland,1,82,82,3,
9/3/1983,60,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,,60,1,
9/10/1983,44,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,60,44,2,
9/17/1983,40,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,44,40,3,
9/24/1983,35,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,40,35,4,
10/1/1983,30,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,35,30,5,
10/8/1983,23,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,30,23,6,
10/15/1983,17,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,23,17,7,
10/22/1983,12,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,17,12,8,
10/29/1983,12,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,12,12,9,
11/5/1983,11,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,12,11,10,
11/12/1983,10,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,11,10,11,
11/19/1983,9,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,10,9,12,
11/26/1983,13,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,9,9,13,
12/3/1983,18,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,13,9,14,
12/10/1983,28,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,18,9,15,
12/17/1983,52,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,28,9,16,
12/24/1983,72,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,52,9,17,
12/31/1983,72,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,72,9,18,
1/7/1984,82,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,72,9,19,
1/14/1984,100,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,82,9,20,
7/10/1976,80,Summer,War,SummerWar,1,,80,1,
7/17/1976,57,Summer,War,SummerWar,1,80,57,2,
7/24/1976,45,Summer,War,SummerWar,1,57,45,3,
7/31/1976,40,Summer,War,SummerWar,1,45,40,4,
8/7/1976,30,Summer,War,SummerWar,1,40,30,5,
8/14/1976,25,Summer,War,SummerWar,1,30,25,6,
8/21/1976,21,Summer,War,SummerWar,1,25,21,7,
8/28/1976,13,Summer,War,SummerWar,1,21,13,8,
9/4/1976,11,Summer,War,SummerWar,1,13,11,9,
9/11/1976,10,Summer,War,SummerWar,1,11,10,10,
9/18/1976,8,Summer,War,SummerWar,1,10,8,11,
9/25/1976,7,Summer,War,SummerWar,1,8,7,12,
10/2/1976,7,Summer,War,SummerWar,1,7,7,13,
10/9/1976,25,Summer,War,SummerWar,1,7,7,14,
10/16/1976,39,Summer,War,SummerWar,1,25,7,15,
10/23/1976,58,Summer,War,SummerWar,1,39,7,16,
4/5/2014,69,Summer,Calvin Harris,SummerCalvin Harris,1,,69,1,
4/12/2014,84,Summer,Calvin Harris,SummerCalvin Harris,1,69,69,2,
4/19/2014,72,Summer,Calvin Harris,SummerCalvin Harris,1,84,69,3,
4/26/2014,47,Summer,Calvin Harris,SummerCalvin Harris,1,72,47,4,
5/3/2014,44,Summer,Calvin Harris,SummerCalvin Harris,1,47,44,5,
5/10/2014,26,Summer,Calvin Harris,SummerCalvin Harris,1,44,26,6,
5/17/2014,18,Summer,Calvin Harris,SummerCalvin Harris,1,26,18,7,
5/24/2014,14,Summer,Calvin Harris,SummerCalvin Harris,1,18,14,8,
5/31/2014,11,Summer,Calvin Harris,SummerCalvin Harris,1,14,11,9,
6/7/2014,12,Summer,Calvin Harris,SummerCalvin Harris,1,11,11,10,
6/14/2014,9,Summer,Calvin Harris,SummerCalvin Harris,1,12,9,11,
6/21/2014,9,Summer,Calvin Harris,SummerCalvin Harris,1,9,9,12,
6/28/2014,9,Summer,Calvin Harris,SummerCalvin Harris,1,9,9,13,
7/5/2014,8,Summer,Calvin Harris,SummerCalvin Harris,1,9,8,14,
7/12/2014,8,Summer,Calvin Harris,SummerCalvin Harris,1,8,8,15,
7/19/2014,7,Summer,Calvin Harris,SummerCalvin Harris,1,8,7,16,
7/26/2014,9,Summer,Calvin Harris,SummerCalvin Harris,1,7,7,17,
8/2/2014,10,Summer,Calvin Harris,SummerCalvin Harris,1,9,7,18,
8/9/2014,10,Summer,Calvin Harris,SummerCalvin Harris,1,10,7,19,
8/16/2014,14,Summer,Calvin Harris,SummerCalvin Harris,1,10,7,20,
8/23/2014,20,Summer,Calvin Harris,SummerCalvin Harris,1,14,7,21,
8/30/2014,21,Summer,Calvin Harris,SummerCalvin Harris,1,20,7,22,
9/6/2014,28,Summer,Calvin Harris,SummerCalvin Harris,1,21,7,23,
9/13/2014,37,Summer,Calvin Harris,SummerCalvin Harris,1,28,7,24,
9/20/2014,43,Summer,Calvin Harris,SummerCalvin Harris,1,37,7,25,
9/27/2014,50,Summer,Calvin Harris,SummerCalvin Harris,1,43,7,26,
6/30/2018,84,Summer,The Carters,SummerThe Carters,1,,84,1,
8/25/1973,93,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,,93,1,
9/1/1973,90,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,93,90,2,
9/8/1973,74,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,90,74,3,
9/15/1973,71,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,74,71,4,
9/22/1973,60,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,71,60,5,
9/29/1973,47,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,60,47,6,
10/6/1973,39,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,47,39,7,
10/13/1973,33,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,39,33,8,
10/20/1973,27,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,33,27,9,
10/27/1973,25,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,27,25,10,
11/3/1973,23,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,25,23,11,
11/10/1973,21,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,23,21,12,
11/17/1973,26,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,21,21,13,
11/24/1973,36,Summer (The First Time),Bobby Goldsboro,Summer (The First Time)Bobby Goldsboro,1,26,21,14,
7/25/1981,90,Summer '81 medley,The Cantina Band (featuring Lou Christie),Summer '81 medleyThe Cantina Band (featuring Lou Christie),1,,90,1,
8/1/1981,81,Summer '81 medley,The Cantina Band (featuring Lou Christie),Summer '81 medleyThe Cantina Band (featuring Lou Christie),1,90,81,2,
8/8/1981,81,Summer '81 medley,The Cantina Band (featuring Lou Christie),Summer '81 medleyThe Cantina Band (featuring Lou Christie),1,81,81,3,
6/10/1967,90,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,,90,1,
6/17/1967,75,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,90,75,2,
6/24/1967,69,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,75,69,3,
7/1/1967,66,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,69,66,4,
7/8/1967,65,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,66,65,5,
7/15/1967,66,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,65,65,6,
7/22/1967,86,Summer And Sandy,Lesley Gore,Summer And SandyLesley Gore,1,66,65,7,
9/9/1972,88,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,,88,1,
9/16/1972,85,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,88,85,2,
9/23/1972,71,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,85,71,3,
9/30/1972,70,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,71,70,4,
10/7/1972,59,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,70,59,5,
10/14/1972,50,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,59,50,6,
10/21/1972,34,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,50,34,7,
10/28/1972,28,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,34,28,8,
11/4/1972,21,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,28,21,9,
11/11/1972,16,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,21,16,10,
11/18/1972,10,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,16,10,11,
11/25/1972,6,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,10,6,12,
12/2/1972,6,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,6,6,13,
12/9/1972,11,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,6,6,14,
12/16/1972,19,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,11,6,15,
12/23/1972,24,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,19,6,16,
12/30/1972,29,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,24,6,17,
1/6/1973,44,Summer Breeze,Seals & Crofts,Summer BreezeSeals & Crofts,1,29,6,18,
3/23/1974,90,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,,90,1,
3/30/1974,82,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,90,82,2,
4/6/1974,75,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,82,75,3,
4/13/1974,69,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,75,69,4,
4/20/1974,60,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,69,60,5,
4/27/1974,61,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,60,60,6,
5/4/1974,66,Summer Breeze (Part 1),The Isley Brothers,Summer Breeze (Part 1)The Isley Brothers,1,61,60,7,
8/20/1994,89,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,,89,1,
8/27/1994,69,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,89,69,2,
9/3/1994,55,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,69,55,3,
9/10/1994,57,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,55,55,4,
9/17/1994,62,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,57,55,5,
9/24/1994,72,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,62,55,6,
10/1/1994,98,Summer Bunnies,R. Kelly,Summer BunniesR. Kelly,1,72,55,7,
7/6/2019,100,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,Summer DaysMartin Garrix Featuring Macklemore & Patrick Stump,1,,100,1,
4/25/1959,99,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,,99,1,
5/2/1959,88,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,99,88,2,
5/9/1959,62,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,88,62,3,
5/16/1959,59,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,62,59,4,
5/23/1959,62,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,59,59,5,
5/30/1959,55,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,62,55,6,
6/6/1959,75,Summer Dreams,The McGuire Sisters,Summer DreamsThe McGuire Sisters,1,55,55,7,
7/14/2018,28,Summer Games,Drake,Summer GamesDrake,1,,28,1,
7/21/2018,64,Summer Games,Drake,Summer GamesDrake,1,28,28,2,
7/17/1999,52,Summer Girls,LFO,Summer GirlsLFO,1,,52,1,
7/24/1999,26,Summer Girls,LFO,Summer GirlsLFO,1,52,26,2,
7/31/1999,15,Summer Girls,LFO,Summer GirlsLFO,1,26,15,3,
8/7/1999,10,Summer Girls,LFO,Summer GirlsLFO,1,15,10,4,
8/14/1999,7,Summer Girls,LFO,Summer GirlsLFO,1,10,7,5,
8/21/1999,4,Summer Girls,LFO,Summer GirlsLFO,1,7,4,6,
8/28/1999,3,Summer Girls,LFO,Summer GirlsLFO,1,4,3,7,
9/4/1999,3,Summer Girls,LFO,Summer GirlsLFO,1,3,3,8,
9/11/1999,3,Summer Girls,LFO,Summer GirlsLFO,1,3,3,9,
9/18/1999,3,Summer Girls,LFO,Summer GirlsLFO,1,3,3,10,
9/25/1999,5,Summer Girls,LFO,Summer GirlsLFO,1,3,3,11,
10/2/1999,14,Summer Girls,LFO,Summer GirlsLFO,1,5,3,12,
10/9/1999,19,Summer Girls,LFO,Summer GirlsLFO,1,14,3,13,
10/16/1999,37,Summer Girls,LFO,Summer GirlsLFO,1,19,3,14,
10/23/1999,61,Summer Girls,LFO,Summer GirlsLFO,1,37,3,15,
10/30/1999,87,Summer Girls,LFO,Summer GirlsLFO,1,61,3,16,
11/6/1999,97,Summer Girls,LFO,Summer GirlsLFO,1,87,3,17,
7/16/1966,53,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,,53,1,
7/23/1966,21,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,53,21,2,
7/30/1966,7,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,21,7,3,
8/6/1966,3,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,7,3,4,
8/13/1966,1,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,3,1,5,
8/20/1966,1,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,1,1,6,
8/27/1966,1,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,1,1,7,
9/3/1966,2,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,1,1,8,
9/10/1966,5,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,2,1,9,
9/17/1966,17,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,5,1,10,
9/24/1966,37,Summer In The City,The Lovin' Spoonful,Summer In The CityThe Lovin' Spoonful,1,17,1,11,
4/28/2007,74,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,,74,1,
5/5/2007,34,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,74,34,2,
5/12/2007,22,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,34,22,3,
5/19/2007,18,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,22,18,4,
5/26/2007,14,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,18,14,5,
6/2/2007,9,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,14,9,6,
6/9/2007,6,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,9,6,7,
6/16/2007,8,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,6,6,8,
6/23/2007,8,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,8,6,9,
6/30/2007,8,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,8,6,10,
7/7/2007,8,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,8,6,11,
7/14/2007,9,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,8,6,12,
7/21/2007,12,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,9,6,13,
7/28/2007,12,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,12,6,14,
8/4/2007,19,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,12,6,15,
8/11/2007,24,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,19,6,16,
8/18/2007,32,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,24,6,17,
8/25/2007,39,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,32,6,18,
9/1/2007,45,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,39,6,19,
9/8/2007,47,Summer Love,Justin Timberlake,Summer LoveJustin Timberlake,1,45,6,20,
7/25/1964,95,Summer Means Fun,Bruce & Terry,Summer Means FunBruce & Terry,1,,95,1,
8/1/1964,82,Summer Means Fun,Bruce & Terry,Summer Means FunBruce & Terry,1,95,82,2,
8/8/1964,79,Summer Means Fun,Bruce & Terry,Summer Means FunBruce & Terry,1,82,79,3,
8/15/1964,79,Summer Means Fun,Bruce & Terry,Summer Means FunBruce & Terry,1,79,79,4,
8/22/1964,72,Summer Means Fun,Bruce & Terry,Summer Means FunBruce & Terry,1,79,72,5,
8/14/1965,74,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,,74,1,
8/21/1965,59,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,74,59,2,
8/28/1965,46,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,59,46,3,
9/4/1965,39,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,46,39,4,
9/11/1965,28,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,39,28,5,
9/18/1965,27,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,28,27,6,
9/25/1965,24,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,27,24,7,
10/2/1965,34,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,24,24,8,
10/9/1965,54,Summer Nights,Marianne Faithfull,Summer NightsMarianne Faithfull,1,34,24,9,
8/5/1978,66,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,,66,1,
8/12/1978,46,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,66,46,2,
8/19/1978,29,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,46,29,3,
8/26/1978,21,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,29,21,4,
9/2/1978,15,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,21,15,5,
9/9/1978,8,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,15,8,6,
9/16/1978,7,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,8,7,7,
9/23/1978,6,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,7,6,8,
9/30/1978,5,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,6,5,9,
10/7/1978,5,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,5,5,10,
10/14/1978,9,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,5,5,11,
10/21/1978,10,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,9,5,12,
10/28/1978,12,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,10,5,13,
11/4/1978,37,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,12,5,14,
11/11/1978,66,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,37,5,15,
11/18/1978,97,Summer Nights,John Travolta & Olivia Newton-John & Cast,Summer NightsJohn Travolta & Olivia Newton-John & Cast,1,66,5,16,
2/20/1982,90,Summer Nights,Survivor,Summer NightsSurvivor,1,,90,1,
2/27/1982,80,Summer Nights,Survivor,Summer NightsSurvivor,1,90,80,2,
3/6/1982,70,Summer Nights,Survivor,Summer NightsSurvivor,1,80,70,3,
3/13/1982,67,Summer Nights,Survivor,Summer NightsSurvivor,1,70,67,4,
3/20/1982,64,Summer Nights,Survivor,Summer NightsSurvivor,1,67,64,5,
3/27/1982,62,Summer Nights,Survivor,Summer NightsSurvivor,1,64,62,6,
4/3/1982,62,Summer Nights,Survivor,Summer NightsSurvivor,1,62,62,7,
4/10/1982,98,Summer Nights,Survivor,Summer NightsSurvivor,1,62,62,8,
6/25/2005,94,Summer Nights,Lil Rob,Summer NightsLil Rob,1,,94,1,
7/2/2005,76,Summer Nights,Lil Rob,Summer NightsLil Rob,1,94,76,2,
7/9/2005,73,Summer Nights,Lil Rob,Summer NightsLil Rob,1,76,73,3,
7/16/2005,59,Summer Nights,Lil Rob,Summer NightsLil Rob,1,73,59,4,
7/23/2005,52,Summer Nights,Lil Rob,Summer NightsLil Rob,1,59,52,5,
7/30/2005,46,Summer Nights,Lil Rob,Summer NightsLil Rob,1,52,46,6,
8/6/2005,36,Summer Nights,Lil Rob,Summer NightsLil Rob,1,46,36,7,
8/13/2005,41,Summer Nights,Lil Rob,Summer NightsLil Rob,1,36,36,8,
8/20/2005,49,Summer Nights,Lil Rob,Summer NightsLil Rob,1,41,36,9,
8/27/2005,50,Summer Nights,Lil Rob,Summer NightsLil Rob,1,49,36,10,
